player_id,player_name,club,Nation,Pos,dob,age,market_value_eur,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK
418560.0,erling haaland,manchester city,no NOR,FW,2000-07-21,24.0,180000000.0,30.4,22,3,22.0,3.0,104,55,255,381,66.93,11,6,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
433177.0,bukayo saka,arsenal,eng ENG,"FW,MF",2001-09-05,23.0,150000000.0,19.2,6,10,6.8,7.6,66,22,552,731,75.51,29,15,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
357662.0,declan rice,arsenal,eng ENG,MF,1999-01-14,26.0,120000000.0,31.4,4,7,3.5,6.6,48,14,1376,1650,83.39,53,25,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
568177.0,cole palmer,chelsea,eng ENG,"MF,FW",2002-05-06,23.0,120000000.0,35.5,15,8,17.3,10.9,121,44,1140,1480,77.03,34,20,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
349066.0,alexander isak,newcastle utd,se SWE,FW,1999-09-21,25.0,120000000.0,30.6,23,6,20.3,4.3,95,41,519,689,75.33,12,5,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
357565.0,rodri,manchester city,es ESP,MF,1996-06-22,29.0,110000000.0,0.8,0,0,0.0,0.0,0,0,64,68,94.12,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
406635.0,phil foden,manchester city,eng ENG,"MF,FW",2000-05-28,25.0,100000000.0,19.7,7,2,5.2,4.8,54,16,791,941,84.06,13,5,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
534033.0,alexis mac allister,liverpool,ar ARG,MF,1998-12-24,26.0,100000000.0,28.9,5,5,2.8,4.7,38,13,1273,1524,83.53,95,58,61,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
687626.0,moises caicedo,chelsea,ec ECU,"MF,DF",2001-11-02,23.0,90000000.0,37.2,1,2,0.8,3.0,20,3,1967,2194,89.65,114,73,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
316264.0,martin degaard,arsenal,no NOR,MF,1998-12-17,26.0,85000000.0,25.8,3,8,4.8,5.4,48,15,1237,1499,82.52,19,11,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
451276.0,dominik szoboszlai,liverpool,hu HUN,MF,2000-10-25,24.0,80000000.0,27.7,6,6,7.3,7.4,67,22,1114,1322,84.27,38,20,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
520624.0,bruno guimaraes,newcastle utd,br BRA,MF,1997-11-16,27.0,80000000.0,36.3,5,6,4.3,6.1,45,13,1481,1798,82.37,83,47,36,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
495666.0,william saliba,arsenal,fr FRA,DF,2001-03-24,24.0,80000000.0,33.8,2,0,2.3,0.9,6,2,2413,2559,94.29,62,37,25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
435338.0,gabriel magalhaes,arsenal,br BRA,DF,1997-12-19,27.0,75000000.0,26.3,3,1,2.6,0.9,22,5,1480,1641,90.19,25,15,42,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
475959.0,josko gvardiol,manchester city,hr CRO,DF,2002-01-23,23.0,75000000.0,36.4,5,0,4.6,2.1,40,12,2454,2721,90.19,58,39,42,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
478573.0,ryan gravenberch,liverpool,nl NED,MF,2002-05-16,23.0,75000000.0,35.1,0,4,1.1,3.1,20,5,1718,1927,89.15,69,35,35,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
445939.0,omar marmoush,manchester city,eg EGY,"FW,MF",1999-02-07,26.0,75000000.0,13.1,7,0,5.5,2.8,49,17,252,318,79.25,13,8,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
648195.0,enzo fernandez,chelsea,ar ARG,MF,2001-01-17,24.0,75000000.0,32.7,6,7,6.1,6.8,53,20,1518,1900,79.89,65,33,43,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
314353.0,trent alexander-arnold,liverpool,eng ENG,DF,1998-10-07,26.0,75000000.0,26.3,3,6,1.9,7.3,45,8,1448,1971,73.47,72,50,26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
434675.0,cody gakpo,liverpool,nl NED,FW,1999-05-07,26.0,70000000.0,21.5,10,4,7.1,4.4,57,22,480,634,75.71,28,16,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
480692.0,luis diaz,liverpool,co COL,FW,1997-01-13,28.0,70000000.0,26.7,13,5,12.0,5.0,71,30,736,874,84.21,39,26,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
503733.0,anthony gordon,newcastle utd,eng ENG,"FW,MF",2001-02-24,24.0,65000000.0,27.0,6,5,8.0,5.0,57,16,720,982,73.32,32,18,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
258004.0,ruben dias,manchester city,pt POR,DF,1997-05-14,28.0,65000000.0,25.2,0,0,1.5,0.3,21,7,2167,2317,93.53,17,11,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
309400.0,kai havertz,arsenal,de GER,"FW,MF",1999-06-11,26.0,65000000.0,20.8,9,3,9.5,2.4,53,21,407,519,78.42,16,9,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
397033.0,sandro tonali,newcastle utd,it ITA,MF,2000-05-08,25.0,60000000.0,29.2,4,2,4.4,2.2,35,12,1285,1535,83.71,51,32,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
890290.0,dean huijsen,bournemouth,es ESP,DF,2005-04-14,20.0,60000000.0,27.0,3,2,1.9,2.0,18,3,1355,1625,83.38,36,26,40,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
357119.0,ibrahima konate,liverpool,fr FRA,DF,1999-05-25,26.0,60000000.0,28.4,1,2,1.7,1.0,19,3,1718,1905,90.18,40,26,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
517894.0,matheus cunha,wolves,br BRA,"MF,FW",1999-05-27,26.0,60000000.0,28.9,15,6,8.6,7.7,110,44,811,1133,71.58,38,22,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
479999.0,eberechi eze,crystal palace,eng ENG,"MF,FW",1998-06-29,27.0,55000000.0,28.8,8,8,10.5,6.2,100,27,777,1047,74.21,39,22,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
655488.0,gabriel martinelli,arsenal,br BRA,"FW,MF",2001-06-18,24.0,55000000.0,25.4,8,4,7.4,5.0,55,24,499,699,71.39,23,15,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
503743.0,morgan rogers,aston villa,eng ENG,"FW,MF",2002-07-26,22.0,55000000.0,34.6,8,10,6.6,7.8,55,20,664,907,73.21,43,22,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
