player_id,player_name,club,Nation,Pos,dob,age,market_value_eur,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK
420213.0,quinten timber,feyenoord,nl NED,MF,2001-06-17,24.0,30000000.0,15.5,6,0,3.3,1.6,35,14,490,592,82.77,36,24,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
470394.0,kenneth taylor,ajax,nl NED,"MF,FW",2002-05-16,23.0,28000000.0,27.2,9,6,7.2,5.1,44,18,956,1185,80.68,37,21,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
702869.0,ismael saibari,psv eindhoven,ma MAR,MF,2001-01-28,24.0,27000000.0,19.8,11,11,11.2,3.8,84,35,744,880,84.55,39,19,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
408574.0,joey veerman,psv eindhoven,nl NED,MF,1998-11-19,26.0,25000000.0,20.3,1,8,2.9,7.1,31,14,1406,1737,80.94,35,22,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
371001.0,josip sutalo,ajax,hr CRO,DF,2000-02-28,25.0,22000000.0,27.2,2,0,0.7,0.5,7,2,2142,2297,93.25,29,16,31,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
347900.0,jerdy schouten,psv eindhoven,nl NED,MF,1997-01-12,28.0,22000000.0,14.4,1,2,0.8,1.9,7,4,852,944,90.25,15,7,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
586429.0,ryan flamingo,psv eindhoven,nl NED,DF,2002-12-31,22.0,20000000.0,32.7,0,2,2.6,0.9,24,3,2626,2905,90.4,44,26,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
997903.0,givairo read,feyenoord,nl NED,DF,2006-06-02,19.0,20000000.0,22.0,2,6,2.0,4.0,11,4,1075,1302,82.57,64,37,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
917911.0,anis hadj moussa,feyenoord,dz ALG,"FW,MF",2002-02-11,23.0,20000000.0,21.9,8,3,3.2,5.0,53,20,534,787,67.85,29,19,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
361104.0,sergino dest,psv eindhoven,us USA,DF,2000-11-03,24.0,18000000.0,4.2,0,1,0.2,0.9,4,0,231,256,90.23,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
552655.0,troy parrott,az alkmaar,ie IRL,FW,2002-02-04,23.0,16000000.0,24.2,14,2,14.9,3.3,66,30,346,497,69.62,19,13,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
627207.0,ricardo pepi,psv eindhoven,us USA,FW,2003-01-09,22.0,16000000.0,7.7,11,2,5.9,1.0,34,17,134,174,77.01,6,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
593519.0,sem steijn,twente,nl NED,MF,2001-11-12,23.0,16000000.0,30.7,24,7,15.1,4.7,87,35,626,836,74.88,12,8,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
559327.0,youri baas,ajax,nl NED,DF,2003-03-17,22.0,15000000.0,22.7,1,0,0.7,0.3,2,1,1954,2140,91.31,27,12,19,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
748804.0,mika godts,ajax,be BEL,FW,2005-06-07,20.0,13000000.0,18.3,4,2,4.6,2.4,50,15,510,653,78.1,25,12,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
735701.0,ruben van bommel,az alkmaar,nl NED,FW,2004-08-03,21.0,12000000.0,16.6,3,5,4.5,3.3,45,18,438,605,72.4,38,21,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
578804.0,sven mijnans,az alkmaar,nl NED,MF,2000-03-09,25.0,12000000.0,24.7,6,5,7.7,4.9,69,26,881,1154,76.34,38,18,43,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
541134.0,souffian el karouani,utrecht,ma MAR,DF,2000-10-19,25.0,12000000.0,33.0,2,8,1.8,6.5,38,12,1230,1817,67.69,77,48,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
384461.0,jakub moder,feyenoord,pl POL,MF,1999-04-07,26.0,12000000.0,13.3,3,2,3.0,1.6,17,5,446,577,77.3,28,18,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
323910.0,mauro junior,psv eindhoven,br BRA,"DF,MF",1999-05-06,26.0,12000000.0,22.3,0,6,1.4,5.0,21,6,1436,1637,87.72,54,36,21,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
372267.0,guus til,psv eindhoven,nl NED,MF,1997-12-22,27.0,12000000.0,22.4,10,11,10.6,6.9,64,34,593,741,80.03,26,13,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
646707.0,wouter goes,az alkmaar,nl NED,DF,2004-06-10,21.0,10000000.0,22.8,1,3,0.4,1.1,8,4,1320,1511,87.36,27,11,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
678546.0,mexx meerdink,az alkmaar,nl NED,"FW,MF",2003-07-24,22.0,10000000.0,10.1,9,0,4.4,0.9,37,19,167,251,66.53,9,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
859035.0,kees smit,az alkmaar,nl NED,"MF,FW",2006-01-20,19.0,10000000.0,11.0,0,0,1.1,2.0,21,4,427,507,84.22,26,16,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
365394.0,hwang in-beom,feyenoord,kr KOR,MF,1996-09-20,29.0,10000000.0,18.0,3,2,1.0,3.8,26,9,872,1046,83.37,33,21,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
361074.0,peer koopmeiners,az alkmaar,nl NED,"MF,DF",2000-05-04,25.0,10000000.0,31.0,1,7,1.4,5.1,25,5,1437,1827,78.65,111,61,45,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
589128.0,ayase ueda,feyenoord,jp JPN,FW,1998-08-28,27.0,10000000.0,13.4,7,1,7.2,0.9,40,15,137,180,76.11,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
601495.0,luciano valente,groningen,nl NED,"MF,FW",2003-10-04,22.0,10000000.0,28.7,2,7,3.2,5.9,51,22,950,1191,79.76,18,12,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
479643.0,alexandre penetra,az alkmaar,pt POR,DF,2001-09-09,24.0,9000000.0,28.8,0,0,1.2,0.9,16,5,1791,2002,89.46,22,15,28,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
485584.0,anass salah-eddine,twente,nl NED,DF,2002-01-18,23.0,8000000.0,14.2,2,2,0.7,1.4,11,6,734,875,83.89,33,19,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1105532.0,jorthy mokio,ajax,be BEL,"MF,DF",2008-02-29,17.0,8000000.0,5.7,1,0,0.9,0.2,7,1,198,240,82.5,13,6,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
593862.0,thomas beelen,feyenoord,nl NED,DF,2001-06-11,24.0,8000000.0,18.9,1,1,0.8,0.2,10,3,1394,1534,90.87,20,15,14,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
782476.0,yoann cathline,utrecht,fr FRA,FW,2002-07-22,23.0,8000000.0,21.6,6,5,3.3,3.0,64,16,363,538,67.47,26,22,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
374212.0,gijs smal,feyenoord,nl NED,"DF,MF",1997-08-31,28.0,7000000.0,15.0,0,2,0.5,2.4,10,3,748,929,80.52,15,7,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
701055.0,anton gaaei,ajax,dk DEN,DF,2002-11-19,22.0,7000000.0,19.8,3,4,1.7,4.3,20,8,933,1199,77.81,31,18,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
710886.0,leo sauer,nac breda,sk SVK,"MF,FW",2005-12-16,19.0,7000000.0,27.6,7,2,5.5,2.7,66,20,530,769,68.92,41,23,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
313094.0,jordan lotomba,feyenoord,ch SUI,DF,1998-09-29,27.0,6500000.0,5.4,1,1,0.7,0.2,8,2,234,276,84.78,11,10,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
559324.0,youri regeer,ajax,nl NED,"MF,DF",2003-08-18,22.0,6000000.0,1.3,1,1,0.8,0.8,5,1,43,52,82.69,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
793099.0,stije resink,almere city,nl NED,MF,2003-05-28,22.0,6000000.0,2.6,0,0,0.1,0.3,2,1,57,79,72.15,10,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
547499.0,bart van rooij,twente,nl NED,DF,2001-05-26,24.0,6000000.0,31.7,1,4,1.2,3.6,21,6,1549,1962,78.95,65,43,31,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
704772.0,rome-jayden owusu-oduro,az alkmaar,nl NED,GK,2004-07-02,21.0,6000000.0,28.0,0,0,0.0,0.0,0,0,581,837,69.41,1,0,0,2,34.0,1.21,85.0,51.0,61.2,9.0,32.1,3.0,1.0,1.0,1.0,28.9,0.32,-4.1,-0.15,120.0,358.0,33.5,716.0,87.0,40.5,36.7,26.0,8.2,14.0,0.5,13.5,True
196829.0,timon wellenreuther,feyenoord,de GER,GK,1995-12-03,29.0,6000000.0,29.0,0,1,0.0,0.6,0,0,986,1226,80.42,0,0,1,0,28.0,0.97,99.0,70.0,72.7,10.0,34.5,2.0,1.0,1.0,0.0,32.0,0.31,4.0,0.14,129.0,321.0,40.2,1128.0,129.0,24.9,30.7,17.0,5.9,77.0,2.66,17.8,True
667965.0,oussama targhalline,feyenoord,ma MAR,MF,2002-05-20,23.0,6000000.0,3.1,0,0,0.0,0.2,1,0,176,197,89.34,10,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
577394.0,denso kasius,az alkmaar,nl NED,DF,2002-10-06,23.0,6000000.0,15.1,3,3,1.5,3.9,27,8,641,835,76.77,32,25,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
562702.0,mees hilgers,twente,id IDN,DF,2001-05-13,24.0,5000000.0,20.8,1,1,2.7,0.2,14,5,1011,1155,87.53,50,32,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
416660.0,ramiz zerrouki,feyenoord,dz ALG,MF,1998-05-26,27.0,5000000.0,12.1,1,2,0.8,0.8,7,4,667,777,85.84,25,15,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
374326.0,oliver edvardsen,ajax,no NOR,FW,1999-03-19,26.0,5000000.0,3.2,4,0,2.4,0.5,11,5,65,92,70.65,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
542684.0,jacob trenskow,heerenveen,dk DEN,"FW,MF",2000-11-26,24.0,5000000.0,19.4,6,3,4.0,2.9,50,17,514,653,78.71,27,16,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
